# N2O/HTPB equilibrium combustion properties for the chamber.
# Generated by scripts/generate_thermochemistry_table.py -- do not edit by hand.
#
# Solver     : NASA CEA via rocketcea (Gordon & McBride, NASA RP-1311).
# Oxidizer   : oxid NitrousOxide  N 2.0 O 1.0  wt%=100.00 h,cal= 19467.0 t(k)=298.15
# Fuel       : fuel R-45(HTPB FROM_RPL_DATA) C 7.3165 H 10.3360 O 0.1063    wt%=100.00 h,cal= 1200.0 t(k)=298.15 rho=0.9220
# Assumption : equilibrium composition; chamber (stagnation) properties.
# O/F        : oxidizer mass flow / fuel mass flow.
# c*         : IDEAL equilibrium characteristic velocity. A combustion
#              efficiency is applied downstream and is NOT included here.
# gamma      : CEA chamber GAMMAs (isentropic exponent).
# molar mass : effective_molar_mass is CEA's M,(1/n), the total mixture mass
#              per mole of gas -- the quantity that reproduces CEA's own sound
#              speed when a condensed phase is present. gas_molar_mass is the
#              gas-phase MW, kept only as a diagnostic; their ratio flags soot.
# Units      : O/F [-], pressure [Pa], c* [m/s], gamma [-], T [K],
#              molar mass [kg/mol], R [J/(kg K)].
# NOT experimentally validated. Generic reduced-order educational study.
of,chamber_pressure_pa,ideal_cstar_m_s,gamma,chamber_temperature_k,effective_molar_mass_kg_mol,gas_molar_mass_kg_mol,specific_gas_constant_j_kg_k
1.775,3750000.0,1322.6376514157114,1.2335015958044093,1893.691810698993,0.02089006014640129,0.016944098686325838,398.01046812363177
1.775,4000000.0,1322.7587976204316,1.23333904430526,1894.3064474716996,0.020895690782250773,0.016949871545868817,397.90321864173427
1.775,4250000.0,1322.8782392574528,1.2331770290911528,1894.9154608535043,0.020901280133717302,0.016955602887463058,397.7968126740412
1.775,4500000.0,1322.996104416098,1.2330156049103875,1895.5190504002746,0.020906829422250826,0.016961294022738382,397.69122567915736
1.8,1000000.0,1324.773640228323,1.2352129640436817,1897.8161680099274,0.020833754794253957,0.016973070011402407,399.08613210198513
1.8,1250000.0,1324.9053329141284,1.2351306426893458,1898.5237521233507,0.020839709192830812,0.016979210288306196,398.9721037403107
1.8,1500000.0,1325.0357282407251,1.2350218348418205,1899.2051289272886,0.020845577555544472,0.016985271639869397,398.8597867267311
1.8,1750000.0,1325.164502089997,1.2348970599594546,1899.8682262297498,0.020851376834415854,0.016991267770812245,398.7488540457778
1.8,2000000.0,1325.2917651955715,1.2347622638405302,1900.5175037352312,0.020857116353287027,0.01699720673039512,398.6391252350502
1.8,2250000.0,1325.4173861855663,1.2346208051297003,1901.1555854342637,0.02086280221467015,0.017003093462147928,398.5304817851122
1.8,2500000.0,1325.541373016742,1.2344748036795279,1901.7841995602128,0.02086843891634671,0.017008932122702835,398.4228360985401
1.8,2750000.0,1325.6637124949866,1.2343258342572343,1902.4045335853168,0.020874028657575948,0.017014723999982797,398.31614464045384
1.8,3000000.0,1325.7844362866206,1.2341748540308732,1903.0174418440854,0.020879574032259544,0.017020471628348036,398.21035645429913
1.8,3250000.0,1325.9035706425768,1.2340225844615236,1903.6235624469516,0.020885076833697558,0.01702617659699682,398.10543596300397
1.8,3500000.0,1326.0211450185643,1.2338695534717723,1904.2233876534794,0.020890538540220622,0.0170318402345331,398.00135367463787
1.8,3750000.0,1326.1371906495779,1.2337161549948157,1904.8173080908155,0.020895960407720335,0.01703746368467863,397.89808440334207
1.8,4000000.0,1326.2516935338986,1.233562572561872,1905.4056178834035,0.02090134385721857,0.017043048454450736,397.79559988093706
1.8,4250000.0,1326.364775572694,1.2334092550879339,1905.9886254772148,0.02090668923106703,0.01704859449308242,397.69389242390577
1.8,4500000.0,1326.476385360308,1.2332562758788412,1906.5665329118171,0.02091199770189956,0.0170541030771507,397.592938585908
1.825,1000000.0,1328.3065554478485,1.2352724754004762,1909.0986093444924,0.02084249119724167,0.01706823163879782,398.9188499261715
1.825,1250000.0,1328.429874986446,1.235207016675911,1909.7826223454342,0.020848186177554334,0.017074170285149612,398.8098795353024
1.825,1500000.0,1328.552064632101,1.235112841200973,1910.4390695230395,0.020853795554190948,0.017080029884595612,398.7026053072175
1.825,1750000.0,1328.6730735982296,1.2350014378019192,1911.076643594852,0.020859337203547833,0.017085825613172484,398.59668295624687
1.825,2000000.0,1328.7927032811576,1.2348789031826939,1911.7000556563064,0.0208648214190725,0.01709156593231258,398.4919137817189
1.825,2250000.0,1328.9109043801468,1.234748918450413,1912.3121724203008,0.02087025455062075,0.017097256213447543,398.38817479840947
1.825,2500000.0,1329.0276600194177,1.2346138258418407,1912.914851893722,0.020875640872470777,0.017102900114321435,398.28538289162117
1.825,2750000.0,1329.1429874612666,1.2344751144011665,1913.5093662724482,0.020880983938911905,0.017108501117073977,398.183468859718
1.825,3000000.0,1329.256869645911,1.2343340107143763,1914.0966257020718,0.020886285157949023,0.017114059740229615,398.08240455989534
1.825,3250000.0,1329.3693381010617,1.2341912303601652,1914.6773067540375,0.020891546750724015,0.017119578284572046,397.98214642541274
1.825,3500000.0,1329.4804149555748,1.2340473454731389,1915.2519279766364,0.020896770191110733,0.0171250580798322,397.8826652138274
1.825,3750000.0,1329.5900654033267,1.2339027848050692,1915.8208980323272,0.02090195671564918,0.017130500256032983,397.7839362654027
1.825,4000000.0,1329.6984437893302,1.233757758837102,1916.3845229203744,0.020907107721098064,0.017135906309233045,397.6859319287668
1.825,4250000.0,1329.8054942126732,1.233612741624614,1916.9431197962679,0.020912223503993427,0.017141276133817863,397.5886455312731
1.825,4500000.0,1329.9112562239616,1.233467824749804,1917.496895371872,0.020917305200913276,0.017146610982772433,397.4920544562777
1.85,1000000.0,1331.7879638635566,1.2353103305090654,1920.2383299953358,0.020851129828104317,0.01716294055073872,398.75357769790025
1.85,1250000.0,1331.903542605999,1.2352612220551316,1920.90110629267,0.020856584059718217,0.017168690593936654,398.64929914665674
1.85,1500000.0,1332.0181988191905,1.2351813783336871,1921.534907955768,0.0208619521527584,0.017174361062961135,398.54672070564834
1.85,1750000.0,1332.1319237695766,1.2350824552289272,1922.1489340880273,0.02086725364692103,0.017179968524265312,398.44546669546054
1.85,2000000.0,1332.2444577774274,1.234971704935886,1922.748486681261,0.02087249941756057,0.01718552169703299,398.345327584718
1.85,2250000.0,1332.3557526860436,1.2348527221879018,1923.3365650378912,0.02087769621517254,0.017191026613288068,398.2461729641221
1.85,2500000.0,1332.4657816683196,1.2347280099334996,1923.9151665664633,0.02088284854006323,0.017196487163619868,398.1479155992014
1.85,2750000.0,1332.574553060743,1.2345991693297829,1924.485654710686,0.020887960065077368,0.01720190695504169,398.0504842069749
1.85,3000000.0,1332.6820441212205,1.234467502069587,1925.0490011536735,0.020893032292130215,0.017207286605333747,397.9538490031345
1.85,3250000.0,1332.788276562976,1.2343337836429553,1925.6059248371357,0.02089806746773129,0.017212628447967546,397.8579660936765
1.85,3500000.0,1332.8932675744707,1.2341986308164685,1926.156974126919,0.0209030670767842,0.017217933828243777,397.76280616897515
1.85,3750000.0,1332.9969733236271,1.2340625072736504,1926.7025786306342,0.020908032350539445,0.017223203876090026,397.6683448065107
1.85,4000000.0,1333.0995490787886,1.2339256504802796,1927.243058753349,0.020912964674257982,0.01722844008873464,397.57455470837056
1.85,4250000.0,1333.2009303666923,1.2337885593101594,1927.7787425366416,0.020917864310945465,0.017233642317136963,397.4814299588597
1.85,4500000.0,1333.301152140272,1.2336513434607954,1928.3098433517782,0.02092273237218538,0.01723881180089561,397.3889485415979
1.875,1000000.0,1335.2188814896756,1.2353270405540564,1931.236840035367,0.02085966838089311,0.017257199979248083,398.59035465855357
1.875,1250000.0,1335.3272155301847,1.2352939756333265,1931.880631329195,0.020864898930611317,0.01726277380968457,398.4904334140667
1.875,1500000.0,1335.4349492044018,1.2352279691274106,1932.493824751445,0.02087004241583165,0.01726826678235431,398.3922242387392
1.875,1750000.0,1335.5418809832552,1.235141767131804,1933.0864442875702,0.020875119803569823,0.01727369666385859,398.2953245891387
1.875,2000000.0,1335.6478145021022,1.2350423707662646,1933.6640109277425,0.020880142743592147,0.017279073478233615,398.1995104200906
1.875,2250000.0,1335.7526773438221,1.2349339621573256,1934.229850344038,0.020885118406505535,0.017284403441138543,398.1046435154572
1.875,2500000.0,1335.8564339176794,1.2348192085935703,1934.7861087024464,0.02089005154606843,0.017289690708513664,398.0106319826103
1.875,2750000.0,1335.9590846845729,1.2346998255199129,1935.334247417351,0.020894945975769814,0.017294939037199173,397.917402018728
1.875,3000000.0,1336.0605996363731,1.2345771910916294,1935.8753046501467,0.020899803308938886,0.01730014916541006,397.8249218471778
1.875,3250000.0,1336.1609968577652,1.2344521417421996,1936.4100460210793,0.020904625833287085,0.017305323472547332,397.73314692677366
1.875,3500000.0,1336.2602255685022,1.234325339209283,1936.9390528033105,0.020909415058545506,0.01731046333544343,397.6420476000809
1.875,3750000.0,1336.3584304100036,1.2341971748912568,1937.462756106173,0.0209141725354425,0.017315570385572056,397.55159349048006
1.875,4000000.0,1336.4555448976528,1.2340682357076715,1937.9815595927805,0.020918898711893754,0.017320644664787138,397.46177523545674
1.875,4250000.0,1336.5515979465688,1.2339387228108545,1938.495737690784,0.02092359476521291,0.01732568745852714,397.37256964197354
1.875,4500000.0,1336.6466071728341,1.2338088713943522,1939.00553441736,0.02092826147927629,0.017330699512976406,397.2839610319853
1.9,1000000.0,1338.600207739072,1.2353241670926007,1942.0959766850722,0.020868105006919373,0.017351012437944267,398.42921124094016
1.9,1250000.0,1338.7019237790578,1.2353068094450754,1942.722866611004,0.020873127772453003,0.017356421641874946,398.33333598297077
1.9,1500000.0,1338.8031775203244,1.2352542697985052,1943.3173913046642,0.020878061998530466,0.01736174811853002,398.2391956966708
1.9,1750000.0,1338.9038053272204,1.235180067335124,1943.8903481399436,0.02088293017681459,0.01736701121966099,398.1463591364772
1.9,2000000.0,1339.0035947752533,1.2350916319366516,1944.4476796323615,0.02088774476539085,0.01737222181906225,398.05458709818834
1.9,2250000.0,1339.1024636809032,1.2349934051259357,1944.9929615830795,0.020892513398937263,0.017377386622856893,397.96373271312257
1.9,2500000.0,1339.20036853184,1.2348882221071438,1945.5284981327652,0.020897241110503346,0.017382510084508983,397.8736989267447
1.9,2750000.0,1339.2973028025472,1.2347779148022255,1946.0558552441826,0.020901931874731945,0.017387596134936917,397.784409012032
1.9,3000000.0,1339.3932312922498,1.234663939408249,1946.5761425622616,0.020906587432329683,0.017392645650654053,397.6958288822699
1.9,3250000.0,1339.488107080454,1.2345471940228037,1947.0901760702802,0.020911210126605306,0.017397661074468117,397.6079130600634
1.9,3500000.0,1339.5820500747393,1.234428385960376,1947.5985731285566,0.020915801504462286,0.01740264382709696,397.5206312904695
1.9,3750000.0,1339.6750281957673,1.234307941308722,1948.1017908125284,0.020920363138998067,0.017407595575139434,397.4339528791852
1.9,4000000.0,1339.7670271065365,1.2341864766451676,1948.6002525517117,0.020924895475142903,0.017412516348991942,397.34786861310323
1.9,4250000.0,1339.8580720888501,1.2340642152834196,1949.0942467044572,0.020929399689588537,0.01741740744420873,397.262355409844
1.9,4500000.0,1339.9481771599385,1.233941411255789,1949.5840277147217,0.020933876555100234,0.017422269599779185,397.1773978945291
1.925,1000000.0,1341.93304496411,1.2353021433889015,1952.8172933040962,0.020876438407249665,0.01744438123907657,398.27016734390264
1.925,1250000.0,1342.0284922074623,1.2353002749986397,1953.4292771439796,0.020881268021274733,0.017449636831924544,398.17805171261
1.925,1500000.0,1342.1237826048202,1.2352608673557663,1954.0069516095637,0.020886007222813373,0.01745480717293411,398.08770193846703
1.925,1750000.0,1342.218544301109,1.2351983132341744,1954.5619632599203,0.020890680002769873,0.017459913410757553,397.9986585835212
1.925,2000000.0,1342.3126105073156,1.2351204809594685,1955.1006981858575,0.020895299678889288,0.017464967340724915,397.91066631124596
1.925,2250000.0,1342.405890158461,1.2350320771389784,1955.626995991813,0.020899874383958617,0.017469976205394547,397.82356894841627
1.925,2500000.0,1342.4983326480142,1.2349361084020969,1956.1433279227738,0.020904409454869377,0.01747494478765825,397.73726380312877
1.925,2750000.0,1342.5899252178067,1.2348345253268682,1956.6513709510625,0.02090890904663104,0.017479877216291573,397.6516708479189
1.925,3000000.0,1342.6806281529748,1.2347288636900278,1957.1523110103326,0.02091337504205324,0.017484774524174414,397.56675339494603
1.925,3250000.0,1342.7703867488904,1.2346200841415838,1957.6470181564289,0.02091780985318607,0.01748963923258065,397.48246476834635
1.925,3500000.0,1342.8593224492938,1.2345089401658318,1958.1361488033385,0.02092221507527139,0.01749447281861664,397.39877389116026
1.925,3750000.0,1342.947396844183,1.234395892973371,1958.6201884470697,0.020926592313539417,0.01749927699463937,397.31564955372966
1.925,4000000.0,1343.0345916676615,1.234281588860414,1959.0995823087985,0.02093094201916288,0.017504051789303626,397.23308250473724
1.925,4250000.0,1343.120929069794,1.2341662734517738,1959.5746344565548,0.02093526537626816,0.017508798516624246,397.15104960766945
1.925,4500000.0,1343.2064199436327,1.2340502196202958,1960.045611303811,0.020939563154084694,0.017513517916072564,397.06953563537417
1.95,1000000.0,1345.2182844465617,1.2352619599623678,1963.4025647107949,0.02088466731245422,0.017537309762056263,398.11324229435104
1.95,1250000.0,1345.3079502028365,1.2352752334025072,1964.0014527654778,0.020889317574474386,0.017542421985704812,398.0246165705204
1.95,1500000.0,1345.3976384846253,1.2352486559594553,1964.5639852952656,0.020893874968185698,0.017547445961381757,397.9377990277109
1.95,1750000.0,1345.4869373036263,1.2351974314878311,1965.1026626348344,0.02089836517600631,0.017552404681051875,397.8522983963332
1.95,2000000.0,1345.5756685539434,1.2351298759959546,1965.6243365305495,0.020902802425801087,0.017557310934860994,397.767842255312
1.95,2250000.0,1345.6637330090327,1.235050966641791,1966.133124013404,0.020907195381497316,0.017562172548356056,397.68426449767753
1.95,2500000.0,1345.7510736985334,1.234963884885997,1966.6316724881042,0.02091154970732615,0.017566994665760075,397.60145634195214
1.95,2750000.0,1345.8376722848238,1.234870702103242,1967.1217763036627,0.020915869756809667,0.017571781637204575,397.5193341072047
1.95,3000000.0,1345.9234247917009,1.2347730351820458,1967.6047023841325,0.02092015756855906,0.017576534669563246,397.43785823562916
1.95,3250000.0,1346.0084501972754,1.234671908233316,1968.0813784604393,0.02092441563548273,0.01758125637709911,397.3569806126719
1.95,3500000.0,1346.0926911540112,1.2345681215363031,1968.5525028585143,0.020928645611341074,0.01758594830522392,397.27666913593566
1.95,3750000.0,1346.176163665133,1.2344621718965383,1969.0185918421726,0.020932849142304276,0.017590612222067814,397.1968919031129
1.95,4000000.0,1346.2588460067361,1.2343547354369842,1969.4801143440266,0.02093702669409883,0.017595248163658036,397.11763945658333
1.95,4250000.0,1346.3407576272687,1.2342460802890096,1969.937391818016,0.02094117946545958,0.017599857470190664,397.0388884596443
1.95,4500000.0,1346.4219067059155,1.2341364982158325,1970.3907040904924,0.020945308228807143,0.01760444088868289,396.96062369541545
1.975,1000000.0,1348.4568293304367,1.2352043493461253,1973.8534794189134,0.02089279109832661,0.01762980117886511,397.95844312375954
1.975,1250000.0,1348.541136000652,1.2352325247217801,1974.4410127768256,0.02089727474252287,0.017634779804399182,397.8730585898503
1.975,1500000.0,1348.6256079935695,1.2352185047083015,1974.9900106927005,0.020901662615177737,0.01763966664351391,397.7895333533159
1.975,1750000.0,1348.709815656285,1.2351783200607975,1975.5138667485278,0.020905982175704056,0.017644486663481024,397.7073427175632
1.975,2000000.0,1348.7935704186268,1.2351207432189055,1976.019920435226,0.02091024861184236,0.017649253724331064,397.6261962419312
1.975,2250000.0,1348.8767656073853,1.2350510271072066,1976.5125798056304,0.020914471150870164,0.017653976281820548,397.54591727527713
1.975,2500000.0,1348.959338507756,1.2349725312914384,1976.9946774134812,0.02091865580699303,0.01765865987360516,397.46639051351025
1.975,2750000.0,1349.0412657694874,1.2348874500215263,1977.4681312737757,0.020922807149507044,0.01766330909455021,397.387528288521
1.975,3000000.0,1349.1224371349047,1.2347974828039534,1977.9342939166488,0.02092692738567584,0.017667925342859343,397.3092879220827
1.975,3250000.0,1349.2029732381156,1.2347037181208067,1978.3941542615426,0.020931019100526766,0.01767251133991062,397.23161963913896
1.975,3500000.0,1349.2828109481845,1.2346070036870151,1978.8484553143728,0.020935084015693325,0.017677068710885903,397.154490126112
1.975,3750000.0,1349.361963553501,1.2345078723987586,1979.2977463639104,0.020939123826295456,0.017681599289208712,397.0778666277649
1.975,4000000.0,1349.4404062789265,1.234407030347005,1979.742521885669,0.020943139020154933,0.01768610312690585,397.00173932849594
1.975,4250000.0,1349.5181562323894,1.2343047683978554,1980.18312230904,0.020947130817044014,0.01769058159756367,396.92608456117466
1.975,4500000.0,1349.5951402438268,1.2342013972906798,1980.6198422322118,0.020951099998587023,0.017695035462306757,396.85088699689953
2.0,1000000.0,1351.6496271163749,1.2351298234628603,1984.1716894098902,0.020900809320169588,0.017721858889476413,397.8057734815284
2.0,1250000.0,1351.7289439570238,1.2351726833247416,1984.7495133690634,0.02090513820571487,0.017726713184164362,397.72339872534604
2.0,1500000.0,1351.808555298084,1.2351709718822104,1985.2864909348405,0.020909367994355568,0.01773147161967408,397.6429426391304
2.0,1750000.0,1351.8880148601174,1.235141561473799,1985.7969484650732,0.02091352800760394,0.017736161274596582,397.5638455155414
2.0,2000000.0,1351.9671244253086,1.23509368914204,1986.2887352778664,0.020917634442243895,0.017740797155806964,397.48579797382115
2.0,2250000.0,1352.0457705250178,1.2350328884811654,1986.7665640017253,0.020921697120435255,0.017745388397359157,397.40861222385513
2.0,2500000.0,1352.1238852580723,1.2349627002612924,1987.2334612692819,0.020925722428274264,0.017749940962760904,397.33216602193505
2.0,2750000.0,1352.2013803086431,1.234885443590986,1987.6914749816515,0.0209297151673568,0.01775445971500082,397.2563673951817
2.0,3000000.0,1352.2783208678059,1.234802902047869,1988.1420478159164,0.020933677725742905,0.017758946260780728,397.1811703098593
2.0,3250000.0,1352.354648396022,1.2347162293751457,1988.586233316811,0.020937612791122103,0.017763403442441487,397.1065231240436
2.0,3500000.0,1352.4303547612749,1.2346263213607935,1989.0248218609863,0.020941522161666677,0.017767832976056015,397.0323911420141
2.0,3750000.0,1352.505450891557,1.2345337474944318,1989.4583979425904,0.020945407588782144,0.01777223676947254,396.95874060970897
2.0,4000000.0,1352.5798280960025,1.234439243994581,1989.8874833361642,0.020949269589278688,0.01777661489895693,396.8855612157063
2.0,4250000.0,1352.6536609923517,1.2343431247103234,1990.3124389622246,0.02095310940976905,0.017780968778273218,396.8128288455133
2.0,4500000.0,1352.7268750730473,1.234245719467114,1990.7335754779676,0.020956927846487682,0.017785299188800514,396.74052794877946
2.025,1000000.0,1354.7975455411456,1.235039700506193,1994.359108188002,0.020908721763940926,0.01781348595395968,397.65523267611127
2.025,1250000.0,1354.8722129085552,1.2350970514671948,1994.9287814094369,0.0209129069480606,0.017818224720519426,397.5756521391235
2.025,1500000.0,1354.9472916120144,1.2351074248021465,1995.455168551225,0.020916989309730228,0.017822863026321904,397.4980574346927
2.025,1750000.0,1355.0223198076217,1.2350885482250316,1995.953568353123,0.020921000117383667,0.017827430201408503,397.4218522704061
2.025,2000000.0,1355.0970904193864,1.2350501311043276,1996.4323620555176,0.020924956625550505,0.017831942478464993,397.34670741671175
2.025,2250000.0,1355.171483792863,1.2349979923660352,1996.8965803945061,0.020928869282252457,0.017836409718909367,397.27242336262333
2.025,2500000.0,1355.2454273428466,1.2349358569516105,1997.349452970372,0.02093274486680558,0.017840838344953935,397.19887052102695
2.025,2750000.0,1355.3188126261764,1.2348662326246502,1997.793163221184,0.020936588021300277,0.017845232772200202,397.1259600437811
2.025,3000000.0,1355.391747438528,1.23479080279953,1998.2292500050917,0.020940402549314042,0.01784959704999841,397.05361911833745
2.025,3250000.0,1355.464048339418,1.2347109730082468,1998.658833316296,0.020944190027984425,0.017853931938272286,396.98181724338315
2.025,3500000.0,1355.5358734488939,1.2346276258666606,1999.0827540475482,0.020947952747826667,0.017858239993870737,396.9105104489325
2.025,3750000.0,1355.6071557218095,1.2345413679685524,1999.5016340158593,0.020951692523306798,0.017862523207897024,396.83966384820405
2.025,4000000.0,1355.6778652729815,1.2344529658394328,1999.9160239889686,0.020955409906572114,0.017866781688787334,396.7692665077569
2.025,4250000.0,1355.7480219815127,1.2343627597509987,2000.3263076182698,0.020959106175277284,0.017871016892244674,396.6992937803562
2.025,4500000.0,1355.8176146848145,1.2342710959609708,2000.732811279185,0.020962782147244348,0.01787522963496284,396.6297297562182
2.05,1000000.0,1357.9014168285212,1.2349345262359348,2004.417417416195,0.020916528444675196,0.017904685762039144,397.5068157219295
2.05,1250000.0,1357.9718093679273,1.2350061958994063,2004.9804176490873,0.020920580252348765,0.01790931738174066,397.4298283178131
2.05,1500000.0,1358.0426585640682,1.2350284527988555,2005.4975656429945,0.02092452513119384,0.01791384341357129,397.3549012878182
2.05,1750000.0,1358.1135483287674,1.2350198927712748,2005.9851720971128,0.020928396381077193,0.017918295583355698,397.2814001897288
2.05,2000000.0,1358.1842635123771,1.234990704695836,2006.4521722322363,0.02093221236255056,0.017922691430655856,397.208975047246
2.05,2250000.0,1358.2546788561021,1.234946997193697,2006.9039283775703,0.020935984179996363,0.017927041594396058,397.13741405785896
2.05,2500000.0,1358.324657734076,1.2348926821716546,2007.3438819378746,0.020939719026775497,0.017931352988869016,397.06657989862924
2.05,2750000.0,1358.394185637397,1.2348303943564374,2007.7743584797656,0.020943421818082644,0.01793563035563451,396.99637863480626
2.05,3000000.0,1358.4633479161655,1.234761908867804,2008.1969960327804,0.020947096532440757,0.017939877954914682,396.9267342193892
2.05,3250000.0,1358.5320205954274,1.2346886933588332,2008.61298579455,0.020950744897511576,0.01794409672668391,396.85761335328704
2.05,3500000.0,1358.6002039646248,1.2346116814014134,2009.0232212667536,0.020954369286536514,0.017948289329629587,396.78897056291567
2.05,3750000.0,1358.6679050844823,1.234531517199006,2009.428363650547,0.020957971583339244,0.017952457846713666,396.720769705102
2.05,4000000.0,1358.7350919384369,1.2344489977708104,2009.8289943462937,0.020961552381286965,0.01795660242623614,396.65299910814724
2.05,4250000.0,1358.8017763214955,1.2343644837372352,2010.225519566162,0.02096511299604047,0.017960724581386995,396.5856334554597
2.05,4500000.0,1358.8679586192657,1.2342783435045432,2010.6182857148062,0.020968654267307204,0.01796482515119087,396.51865646730147
2.075,1000000.0,1360.962200465161,1.234815059628564,2014.3483805008773,0.020924229561146673,0.017995461590073016,397.36051421643634
2.075,1250000.0,1361.028551323985,1.2349008805829018,2014.9061112263773,0.02092815764581009,0.017999994057729486,397.28593212621337
2.075,1500000.0,1361.0954514824366,1.2349348275049052,2015.415299116131,0.020931974331456257,0.01800441528629908,397.2134919688465
2.075,1750000.0,1361.162474008341,1.2349363757256815,2015.893306352222,0.0209357150335933,0.018008759545969574,397.1425195967118
2.075,2000000.0,1361.22939646666,1.2349162000938287,2016.3496441478828,0.020939399266697037,0.018013045766411894,397.07264339830874
2.075,2250000.0,1361.2960885611456,1.2348807028738398,2016.7900198650177,0.020943038821601704,0.018017285415346317,397.0036387185629
2.075,2500000.0,1361.362324735527,1.2348339854807766,2017.2180955019892,0.020946641326107157,0.018021485933118676,396.93536011604624
2.075,2750000.0,1361.4283325414574,1.2347788113064473,2017.636344820002,0.020950211983210135,0.018025652411076742,396.8677082916085
2.075,3000000.0,1361.4939592072271,1.2347170482945744,2018.0465093918046,0.020953754957814888,0.018029789338018767,396.8006037456808
2.075,3250000.0,1361.5591545956433,1.2346502271369633,2018.4498548926003,0.02095727213633138,0.01803389784701592,396.7340102238834
2.075,3500000.0,1361.6239168002564,1.2345793329005583,2018.8473299542227,0.020960765982171264,0.018037980709343517,396.66788060474926
2.075,3750000.0,1361.6882513172918,1.2345050478788042,2019.2396371752845,0.020964238454409093,0.01804204010826292,396.6021773736954
2.075,4000000.0,1361.7521242328685,1.2344281997608055,2019.6273901816048,0.0209676901931225,0.018046076239451016,396.53688801292867
2.075,4250000.0,1361.8155460193007,1.2343491729569553,2020.0110198860364,0.020971122555351895,0.018050090674855076,396.47198646875125
2.075,4500000.0,1361.8785156866606,1.2342683553814313,2020.3908922847604,0.02097453640886355,0.018054084290388663,396.4074559705846
2.1,1000000.0,1363.9806803788886,1.2346819844926837,2024.1537635797283,0.020931825475281995,0.018085816679913012,397.2163167430569
2.1,1250000.0,1364.0432592005418,1.234781806361727,2024.707559545497,0.020935638873975055,0.018090257636178424,397.1439643208429
2.1,1500000.0,1364.1064701931014,1.2348272686206558,2025.2099995964218,0.020939336054739945,0.018094581177916815,397.0738420866927
2.1,1750000.0,1364.1698768448593,1.2348387364417168,2025.6795368108146,0.020942954632606234,0.018098824272520565,397.00523464130293
2.1,2000000.0,1364.233170097993,1.2348273765658462,2026.1262803350678,0.020946515323526715,0.018103007325212528,396.9377478582969
2.1,2250000.0,1364.2963702363786,1.234799888544857,2026.5562959457754,0.020950030634511525,0.01810714268500014,396.87114367763127
2.1,2500000.0,1364.359253681872,1.2347605656639675,2026.9734749725837,0.020953508647828127,0.01811123835290954,396.8052681650436
2.1,2750000.0,1364.4218893724474,1.234712301570301,2027.3804453888617,0.020956954868599633,0.018115299794244748,396.7400163874849
2.1,3000000.0,1364.4841977086157,1.2346570580820888,2027.7790566357287,0.020960373659172124,0.018119331744227384,396.67530518291335
2.1,3250000.0,1364.546127247502,1.2345964298021908,2028.1706520949242,0.020963767072585744,0.018123335542099578,396.61109519160794
2.1,3500000.0,1364.6076741243105,1.234531453807184,2028.5562380058984,0.02096713766950354,0.018127314082418827,396.54733750774625
2.1,3750000.0,1364.6688424780143,1.2344628509453526,2028.9365603352016,0.020970487489802236,0.018131269657071764,396.4839931376536
2.1,4000000.0,1364.7295967043176,1.234391479749942,2029.3122664860139,0.020973817225425278,0.01813520251649523,396.42104861679087
2.1,4250000.0,1364.7899461310062,1.2343177486868437,2029.6838133860692,0.020977128278911177,0.01813911429718139,396.35847707327673
2.1,4500000.0,1364.8498885652346,1.2342420653270114,2030.0515877144755,0.020980421549859723,0.018143005917056424,396.2962611709578
2.125,1000000.0,1366.9576592626709,1.2345360321640964,2033.8353070533963,0.020939316289631197,0.018175753630133646,397.0742168939482
2.125,1250000.0,1367.016729635679,1.2346496988044786,2034.3864634079284,0.020943023875634598,0.018180111004919057,397.0039220397949
2.125,1500000.0,1367.0764926141278,1.2347065140652798,2034.883306181704,0.020946609686990043,0.01818434365063217,396.9359596729451
2.125,1750000.0,1367.1364351584168,1.2347277263213272,2035.3454425708735,0.02095011402430095,0.018188492002395064,396.8695639725728
2.125,2000000.0,1367.196479751454,1.2347249995242346,2035.7836015035982,0.020953558852211,0.018192578028663718,396.80431742613814
2.125,2250000.0,1367.2563517194815,1.2347053338094471,2036.204220486671,0.020956957423300827,0.018196615013466363,396.73996802396664
2.125,2500000.0,1367.3160787436022,1.234673216482367,2036.611428864315,0.02096031829400695,0.018200611553838418,396.6763529720492
2.125,2750000.0,1367.3755502233435,1.2346316729020048,2037.0080147916167,0.020963647285582126,0.01820457351359276,396.6133614410848
2.125,3000000.0,1367.4347426658337,1.2345827597265566,2037.3959398592863,0.020966948968549476,0.018208505892414066,396.5509064037755
2.125,3250000.0,1367.4936035456833,1.2345281362832066,2037.7766283427977,0.02097022557016804,0.018212410248863425,396.4889452514065
2.125,3500000.0,1367.552140961115,1.234468790996293,2038.151124693696,0.02097348006878526,0.01821629014825886,396.42742123537136
2.125,3750000.0,1367.6103167575168,1.2344057871326017,2038.5202856795008,0.020976713649359817,0.018220146388980105,396.36631156729106
2.125,4000000.0,1367.6681349465093,1.234339710809426,2038.8847284958858,0.02097992800154512,0.018223980893906574,396.30558395565805
2.125,4250000.0,1367.725590164549,1.2342710959461227,2039.2449591979494,0.020983124263559867,0.018227794832938363,396.2452165638283
2.125,4500000.0,1367.7826062744496,1.2342003699168542,2039.6013862049517,0.020986303370345082,0.018231589170996258,396.1851914210313
